# id: cet6-core
# title: CET-6 重点词
# exam: CET-6
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-6 重点词，用于进阶强化与冲刺。
# accent: cobalt
kind	term	pronunciation	meaning	phrases	example	tags
word	narrative	[ˈnærətɪv]	adj. 叙述的，叙事体的 n. 1. 叙述， 记事 2. 叙述手法		Try to recall "narrative" before checking the answer.	core,official
word	nasty	[ˈnɑːstɪ]	adj. 1. 令人讨厌的 2. (气味等)令人作呕的 3. 卑鄙的 nastily		Try to recall "nasty" before checking the answer.	core,official
word	navigation	[ˌnævɪˈɡeɪʃən]	n. 1. 航行 2. 航海，航空		Try to recall "navigation" before checking the answer.	core,official
word	necessitate	[nɪˈsesɪteɪt]	v. 使成为需要，使成为必须		Try to recall "necessitate" before checking the answer.	core,official
word	negative	[ˈneɡətɪv]	adj. 1. 否定的 2. 消极的 3. (电)负极的 n. 1. 否定词，否定语 2. 底片		Try to recall "negative" before checking the answer.	core,official
word	neglect	[nɪˈɡlekt]	v. 1. 忽略，忽视 2. 遗忘(做某事)		Try to recall "neglect" before checking the answer.	core,official
word	negligible	[ˈneɡlɪdʒəbl]	adj. 微不足道的，可以忽略的		Try to recall "negligible" before checking the answer.	core,official
word	negotiate	[nɪˈɡəʊʃɪeɪt]	v. 谈判，协商		Try to recall "negotiate" before checking the answer.	core,official
word	neutral	[ˈnjuːtrəl]	adj. 中立的，中性的		Try to recall "neutral" before checking the answer.	core,official
word	nickel	[ˈnɪkəl]	n. 1. 镍 2. (AmE)五分硬币		Try to recall "nickel" before checking the answer.	core,official
word	nickname	[ˈnɪkneɪm]	n. 绰号，爱称		Try to recall "nickname" before checking the answer.	core,official
word	nil	[nil]	n. 无，全无，零		Try to recall "nil" before checking the answer.	core,official
word	nominal	[ˈnɒmɪnəl]	adj. 1. 名义上的 2. 极小的，微薄的 3. 名词(性)的		Try to recall "nominal" before checking the answer.	core,official
word	nominate	[ˈnɒmɪneɪt]	v. 1. 提名 2. 任命 3. 命名		Try to recall "nominate" before checking the answer.	core,official
word	nonetheless	[ˌnʌnðəˈles]	adv. 尽管如此，然而		Try to recall "nonetheless" before checking the answer.	core,official
word	norm	[nɔːm]	n. 1. 标准，规范，准则 2. (工作量)定额		Try to recall "norm" before checking the answer.	core,official
word	notable	[ˈnəʊtəbl]	adj. 值得注意的，显著的 notably		Try to recall "notable" before checking the answer.	core,official
word	notation	[nəʊˈteɪʃən]	n. 1. 记号，标记法 2. 记录		Try to recall "notation" before checking the answer.	core,official
word	notify	[ˈnəʊtɪfaɪ]	v. (正式)通知(某人)，告知		Try to recall "notify" before checking the answer.	core,official
word	notion	[ˈnəʊʃən]	n. 1. 概念，观念 2. 想法，见解 3. 打算，意图		Try to recall "notion" before checking the answer.	core,official
word	notorious	[nəʊˈtɔːrɪəs]	adj. 臭名昭著的，声名狼藉的		Try to recall "notorious" before checking the answer.	core,official
word	notwithstanding	[ˌnɒtwɪθˈstændɪŋ]	adv. &prep. 尽管，还是		Try to recall "notwithstanding" before checking the answer.	core,official
word	nourish	[ˈnʌrɪʃ]	v. 1. 滋养，养育 2. 怀有(希望，怨恨等)		Try to recall "nourish" before checking the answer.	core,official
word	novelty	[ˈnɒvəltɪ]	n. 1. 新颖 2. 新颖的事物 3. 新颖而价廉的小物件		Try to recall "novelty" before checking the answer.	core,official
word	numerical	[njuːˈmerɪkəl]	adj. 数字(上)的，用数字表示的		Try to recall "numerical" before checking the answer.	core,official
word	numerous	[ˈnjuːmərəs]	adj. 大量的，为数众多的		Try to recall "numerous" before checking the answer.	core,official
word	nurture	[ˈnɜːtʃə]	v. 1. 养育，教育 2. 培育，扶植		Try to recall "nurture" before checking the answer.	core,official
word	nutrition	[njuːˈtrɪʃən]	n. 1. 营养，滋养 2. 营养物，食物		Try to recall "nutrition" before checking the answer.	core,official
word	oak	[əʊk]	n. 橡树		Try to recall "oak" before checking the answer.	core,official
word	oath	[əʊθ]	n. 1. 誓言 2. 辱骂 || on oath; under oath发誓说真话		Try to recall "oath" before checking the answer.	core,official
word	obedient	[əˈbiːdɪənt]	adj. 顺从的，顺从的，听话的		Try to recall "obedient" before checking the answer.	core,official
word	object 1	[ˈɒbdʒɪkt]	n. 1. 物，物体 2. 目的，目标 3. 宾语 4. 对象		Try to recall "object 1" before checking the answer.	core,official
word	object 2	[əbˈdʒekt]	v. 反对，不赞成		Try to recall "object 2" before checking the answer.	core,official
word	objection	[əbˈdʒekʃən]	n. 1. 反对，异议 2. 反对的理由		Try to recall "objection" before checking the answer.	core,official
word	objective 1	[əbˈdʒektɪv]	adj. 1. 客观的，公正的 2. 外界的，真实的		Try to recall "objective 1" before checking the answer.	core,official
word	objective 2	[əbˈdʒektɪv]	n. 目的，目标		Try to recall "objective 2" before checking the answer.	core,official
word	obligation	[ˌɒblɪˈɡeɪʃən]	n. 责任，义务		Try to recall "obligation" before checking the answer.	core,official
word	obscene	[əbˈsiːn]	adj. 猥亵的，淫乱的		Try to recall "obscene" before checking the answer.	core,official
word	obscure	[əbˈskjʊə]	adj. 1. 模糊的，不清楚的 2. 费解的 3. 不出名 v. 使朦胧，遮掩，使难理解		Try to recall "obscure" before checking the answer.	core,official
word	obstacle	[ˈɒbstəkl]	n. 障碍(物)，干扰		Try to recall "obstacle" before checking the answer.	core,official
word	obtain	[əbˈteɪn]	v. 得到，获得		Try to recall "obtain" before checking the answer.	core,official
word	occasional	[əˈkeɪʒənəl]	adj. 偶尔的，不经常的		Try to recall "occasional" before checking the answer.	core,official
word	occupation	[ˌɒkjʊˈpeɪʃən]	n. 1. 职业 2. 消遣 3. 占有，占用，占领		Try to recall "occupation" before checking the answer.	core,official
word	occupy	[ˈɒkjʊpaɪ]	v. 1. 占，占用 2. 占领，占据 3. 使忙碌，从事		Try to recall "occupy" before checking the answer.	core,official
word	occur	[əˈkɜː]	v. 发生，出现 || occur to(念头)出现(在某人的脑子里)，想到		Try to recall "occur" before checking the answer.	core,official
word	odor	[ˈәudә]	n. 1. 气味，香味 2. 名声 3. 意味		Try to recall "odor" before checking the answer.	core,official
word	offense	[әˈfens]	n. 1. 犯罪 2 冒犯，伤感情 3. 攻击		Try to recall "offense" before checking the answer.	core,official
word	offensive	[əˈfensɪv]	adj. 1. 冒犯的 2. 进攻性的 3. 极讨厌的		Try to recall "offensive" before checking the answer.	core,official
word	offset	[ˈɒfset]	v. 补偿，抵消 n. 1. 分支，旁支 2. 补偿，抵消		Try to recall "offset" before checking the answer.	core,official
word	offspring	[ˈɒfsprɪŋ]	n. 1. 子孙，后代 2. 结果，产物		Try to recall "offspring" before checking the answer.	core,official
word	olive	[ˈɒlɪv]	n. 1. 橄榄 2. 橄榄绿		Try to recall "olive" before checking the answer.	core,official
word	opaque	[əʊˈpeɪk]	adj. 不透明的，意义不明确，晦涩的		Try to recall "opaque" before checking the answer.	core,official
word	opponent	[əˈpəʊnənt]	n. 1. 对手，敌手 2. 反对者		Try to recall "opponent" before checking the answer.	core,official
word	oppose	[əˈpəʊz]	v. 反对，反抗		Try to recall "oppose" before checking the answer.	core,official
word	oppress	[əˈpres]	v. 1. 压迫，压制 2. 压抑，使烦恼		Try to recall "oppress" before checking the answer.	core,official
word	optical	[ˈɒptɪkəl]	adj. 1. 视力的，视觉的 2. 光学的		Try to recall "optical" before checking the answer.	core,official
word	optimism	[ˈɒptɪmɪzəm]	n. 乐观，乐观主义		Try to recall "optimism" before checking the answer.	core,official
word	optimistic	[ˌɒptɪmɪstɪk]	adj. 乐观的，乐观主义的		Try to recall "optimistic" before checking the answer.	core,official
word	optimum	[ˈɒptɪməm]	adj. 最适宜的，最佳的		Try to recall "optimum" before checking the answer.	core,official
word	option	[ˈɒpʃən]	n. 选择，选择权		Try to recall "option" before checking the answer.	core,official
word	orbit	[ˈɔːbɪt]	n. 1. 轨道 2. (活动)范围 v. 环绕…作轨道运行，沿轨道运行		Try to recall "orbit" before checking the answer.	core,official
word	orchestra	[ˈɔːkɪstrə]	n. 交响乐团，管弦乐团		Try to recall "orchestra" before checking the answer.	core,official
word	ore	[ɔː]	n. 矿石，矿砂		Try to recall "ore" before checking the answer.	core,official
word	orient	[ˈɔːrɪent]	v. 1. 使适应 2. 确定位置		Try to recall "orient" before checking the answer.	core,official
word	oriental	[ˌɔːrɪˈentəl]	adj. 东方的，来自东方的 n. 东方人		Try to recall "oriental" before checking the answer.	core,official
word	orientation	[ˌɔːriənˈteɪʃən]	n. 1. 倾向性 2. 确定方位(方向)，熟悉，适应		Try to recall "orientation" before checking the answer.	core,official
word	origin	[ˈɒrɪdʒɪn]	n. 1. 起源，开端 2. 血统，出身		Try to recall "origin" before checking the answer.	core,official
word	original	[əˈrɪdʒənəl]	adj. 1. 最初的，最早的 2. 独特的，有创造性的 3. 非抄袭的，原作 n. 原版，原样		Try to recall "original" before checking the answer.	core,official
word	originate	[əˈrɪdʒɪneɪt]	v. 发源，创始，开始		Try to recall "originate" before checking the answer.	core,official
word	ornament	[ˈɔːnəmənt]	n. 装饰品，饰物，装饰 v. 装饰，美化		Try to recall "ornament" before checking the answer.	core,official
word	orthodox	[ˈɔːθədɒks]	adj. 正统的，传统的		Try to recall "orthodox" before checking the answer.	core,official
word	outbreak	[ˈaʊtbreɪk]	n. (指坏事)突然发生，爆发		Try to recall "outbreak" before checking the answer.	core,official
word	outfit	[ˈaʊtfɪt]	n. 1. 全套设 备或用具 2. 全套衣装 v. 为…提供设备		Try to recall "outfit" before checking the answer.	core,official
word	outline	[ˈaʊtlaɪn]	n. 1. 轮廓 2. 提纲，要点概括 v. 画出…的轮廓，打出…的草图		Try to recall "outline" before checking the answer.	core,official
word	output	[ˈaʊtpʊt]	n. 1. 产量， 产品 2. 输出，输出量		Try to recall "output" before checking the answer.	core,official
word	outrage	[ˈaʊtreɪdʒ]	n. 1. 暴行，残暴 2. (暴行激起的)义愤 v. 1. 激起…的义愤 2. 违背		Try to recall "outrage" before checking the answer.	core,official
word	outset	[ˈaʊtset]	n. 开始，开端		Try to recall "outset" before checking the answer.	core,official
word	outward	[ˈaʊtwəd]	adj. 1. 向外的，外出的 2. 表面上的，外表上的 3. 向海外的 adv. 向外，在外		Try to recall "outward" before checking the answer.	core,official
word	overcome	[ˌəʊvəˈkʌm]	v. 1. 战胜，克服 2. 制服，压倒		Try to recall "overcome" before checking the answer.	core,official
word	overflow	[ˌəʊvəˈfləʊ]	v. (使)溢出，(使)泛滥，涌出		Try to recall "overflow" before checking the answer.	core,official
word	overhead	[ˈəʊvəhed]	adj. &adv. 在头顶上(的)，在上面(的)		Try to recall "overhead" before checking the answer.	core,official
word	overhear	[ˌəʊvəˈhɪə]	v. 1. 无意中听到，偶然听到 2. 偷听，窃听		Try to recall "overhear" before checking the answer.	core,official
word	overlap	[ˌəʊvəˈlæp]	v. 部分重叠，交搭 n. 重叠(部分)		Try to recall "overlap" before checking the answer.	core,official
word	overlook	[ˌəʊvəˈlʊk]	v. 1. 眺望，俯瞰 2. 忽略，没注意到 3. 宽容，不追究		Try to recall "overlook" before checking the answer.	core,official
word	overpass	[ˈәuvәpɑːs]	n. 天桥，立交桥 v. 超越，胜过		Try to recall "overpass" before checking the answer.	core,official
word	overt	[ˈəʊvɜːt]	adj. 公开的，明显的		Try to recall "overt" before checking the answer.	core,official
word	overthrow	[ˌəʊvəˈθrəʊ]	v. &n. 推倒，颠覆		Try to recall "overthrow" before checking the answer.	core,official
word	overturn	[ˌəʊvəˈtɜːn]	v. 1. 翻倒，打翻 2. 推翻，颠覆		Try to recall "overturn" before checking the answer.	core,official
word	overwhelm	[ˌəʊvəˈwelm]	v. 1. 战胜，压倒，克服 2. (指感情)压倒，控制		Try to recall "overwhelm" before checking the answer.	core,official
word	overwhelming	[ˌəʊvəˈwelmɪŋ]	adj. 压倒一切的，无法抗拒的		Try to recall "overwhelming" before checking the answer.	core,official
word	owe	[əʊ]	v. 1. 欠 2. 把…归功于		Try to recall "owe" before checking the answer.	core,official
word	owl	[aʊl]	n. 猫头鹰		Try to recall "owl" before checking the answer.	core,official
word	oxide	[ˈɒksaɪd]	n. 氧化物		Try to recall "oxide" before checking the answer.	core,official
word	oxygen	[ˈɒksɪdʒən]	n. 氧气		Try to recall "oxygen" before checking the answer.	core,official
word	ozone	[ˈəʊzəʊn]	n. 臭氧		Try to recall "ozone" before checking the answer.	core,official
word	package	[ˈpækɪdʒ]	n. 1. 包，包裹 2. 一整套		Try to recall "package" before checking the answer.	core,official
word	pact	[pækt]	n. 契约，公约，条约		Try to recall "pact" before checking the answer.	core,official
word	pamphlet	[ˌpænəˈsɪə]	n. 小册子		Try to recall "pamphlet" before checking the answer.	core,official
word	panic	[ˈpænɪk]	n. 恐慌，惊惶 v. (使)恐慌，(使)惊惶 adj. 恐慌的，惊慌的		Try to recall "panic" before checking the answer.	core,official
word	paperback	[ˈpeipәbæk]	n. 平装本，纸面本		Try to recall "paperback" before checking the answer.	core,official
word	paradise	[ˈpærədaɪs]	n. 天堂，乐园		Try to recall "paradise" before checking the answer.	core,official
word	paradox	[ˈpærədɒks]	n. 自相矛盾的事物(思想、言论等)		Try to recall "paradox" before checking the answer.	core,official
word	paragraph	[pærəɡræɑːf]	n. 段，段落		Try to recall "paragraph" before checking the answer.	core,official
word	parallel	[ˈpærəlel]	adj. 1. 平行的 2. 同类的，相似的 n. 1. 平行线 2. 纬线，纬度圈 3. 极相似且可相比的事物		Try to recall "parallel" before checking the answer.	core,official
word	paralyze	[ˈpærәlaiz]	vt. 瘫痪，使麻痹		Try to recall "paralyze" before checking the answer.	core,official
word	parameter	[pəˈræmɪtə]	n. (数学)参数，(事物的)限定性因素		Try to recall "parameter" before checking the answer.	core,official
word	parasite	[ˈpærəsaɪt]	n. 1. 寄生虫，寄生植物 2. 食客，靠他人供养的人		Try to recall "parasite" before checking the answer.	core,official
word	partial	[ˈpɑːʃəl]	adj. 1. 部分的，局部的 2. 偏袒的，不公正的		Try to recall "partial" before checking the answer.	core,official
